"","membership","term","cat","tf_idf","cluster","sum_tfinf","norm_tfidf","memb"
"176","3_terms_2010.csv","глобальный потепление",2010,0.00206509873811125,"2010_3",0.368059000529928,0.00561078179079425,"новый работа_2010_3"
"177","4_terms_2010.csv","австралия",2010,0.00124331332835865,"2010_4",0.368059000529928,0.00337802723630867,"товарищеский матч_2010_4"
"178","4_terms_2010.csv","спутник",2010,0.00168401575292058,"2010_4",0.368059000529928,0.00457539620141323,"товарищеский матч_2010_4"
"179","5_terms_2010.csv","газ",2010,0.000567031445790966,"2010_5",0.368059000529928,0.00154059931960517,"миллион тонна_2010_5"
"180","4_terms_2010.csv","место рейтинг",2010,0.000458139572884297,"2010_4",0.368059000529928,0.00124474492465792,"товарищеский матч_2010_4"
"181","5_terms_2010.csv","федеральный служба",2010,0.000821785409752605,"2010_5",0.368059000529928,0.00223275455448557,"миллион тонна_2010_5"
"182","5_terms_2010.csv","малайзия",2010,0.00240928186112979,"2010_5",0.368059000529928,0.00654591208925996,"миллион тонна_2010_5"
"183","3_terms_2010.csv","астроном",2010,0.00378601435320396,"2010_3",0.368059000529928,0.0102864332831228,"новый работа_2010_3"
"184","3_terms_2010.csv","всплеск",2010,0.00206509873811125,"2010_3",0.368059000529928,0.00561078179079425,"новый работа_2010_3"
"185","5_terms_2010.csv","большинство",2010,0.000458139572884297,"2010_5",0.368059000529928,0.00124474492465792,"миллион тонна_2010_5"
"186","4_terms_2010.csv","зонд",2010,0.00206509873811125,"2010_4",0.368059000529928,0.00561078179079425,"товарищеский матч_2010_4"
"187","4_terms_2010.csv","шанс",2010,0.00168401575292058,"2010_4",0.368059000529928,0.00457539620141323,"товарищеский матч_2010_4"
"188","5_terms_2010.csv","золото",2010,0.00125976227657422,"2010_5",0.368059000529928,0.00342271829994764,"миллион тонна_2010_5"
"189","2_terms_2010.csv","черноморский флот",2010,0.00168401575292058,"2010_2",0.368059000529928,0.00457539620141323,"класс_2010_2"
"190","4_terms_2010.csv","европа",2010,0.000533676654862086,"2010_4",0.368059000529928,0.00144997583021663,"товарищеский матч_2010_4"
"191","4_terms_2010.csv","круг",2010,0.00240573678988655,"2010_4",0.368059000529928,0.00653628028773318,"товарищеский матч_2010_4"
"192","5_terms_2010.csv","военный техника",2010,0.000610852763845729,"2010_5",0.368059000529928,0.0016596598995439,"миллион тонна_2010_5"
"193","5_terms_2010.csv","мировой рынок",2010,0.000828875552239098,"2010_5",0.368059000529928,0.00225201815753912,"миллион тонна_2010_5"
"194","2_terms_2010.csv","лайнер",2010,0.000828875552239098,"2010_2",0.368059000529928,0.00225201815753912,"класс_2010_2"
"195","5_terms_2010.csv","российский рынок",2010,0.000586461043845449,"2010_5",0.368059000529928,0.0015933886768183,"миллион тонна_2010_5"
"196","5_terms_2010.csv","миллиард евро",2010,0.000639775684195036,"2010_5",0.368059000529928,0.00173824219289269,"миллион тонна_2010_5"
"197","4_terms_2010.csv","чемпионат россия",2010,0.00275346498414834,"2010_4",0.368059000529928,0.00748104238772566,"товарищеский матч_2010_4"
"198","4_terms_2010.csv","матч",2010,0.000803196756135896,"2010_4",0.368059000529928,0.00218225000605734,"товарищеский матч_2010_4"
"199","4_terms_2010.csv","главный тренер",2010,0.000708703020119908,"2010_4",0.368059000529928,0.00192551471122707,"товарищеский матч_2010_4"
"200","4_terms_2010.csv","товарищеский матч",2010,0.00344183123018542,"2010_4",0.368059000529928,0.00935130298465708,"товарищеский матч_2010_4"
"201","4_terms_2010.csv","регулярный чемпионат",2010,0.00123267811462891,"2010_4",0.368059000529928,0.00334913183172836,"товарищеский матч_2010_4"
"202","4_terms_2010.csv","ак барс",2010,0.00206509873811125,"2010_4",0.368059000529928,0.00561078179079425,"товарищеский матч_2010_4"
"203","4_terms_2010.csv","плей офф",2010,0.00107979623706362,"2010_4",0.368059000529928,0.00293375854281226,"товарищеский матч_2010_4"
"204","4_terms_2010.csv","победа",2010,0.000433612282075445,"2010_4",0.368059000529928,0.00117810536205101,"товарищеский матч_2010_4"
